orderId,symbol,strikePrice,side,investment,buy_price,qty,stoploss,target,exit_price,ltp,profit_loss,remark,unsubscribe,entry_time,exit_time,remaining_balance,kite_order
NFO:Profit,,,,,,,,,,,-6222.499999999998,,False,23:59:59,,347.5000000000018,False
NFO:BANKNIFTY23JAN42700PE,BANKNIFTY,42700.0,PE,14463.75,192.85,0.0,246.2,256.0625,240.2,240.2,3491.25,Stop Loss Hit,False,09:30:08,09:33:06,0.0,False
NFO:BANKNIFTY23JAN42600PE,BANKNIFTY,42600.0,PE,13638.75,181.85,0.0,225.45,242.3125,225.4,225.4,3206.25,Stop Loss Hit,False,09:35:03,09:37:10,0.0,False
NFO:BANKNIFTY23JAN42600PE,BANKNIFTY,42600.0,PE,10455.0,209.1,0.0,261.15,276.375,260.8,260.8,2525.0,Stop Loss Hit,False,09:40:01,09:52:14,0.0,False
NFO:BANKNIFTY23JAN42500PE,BANKNIFTY,42500.0,PE,10447.5,208.95,0.0,177.6075,261.1875,176.8,176.8,-1667.5,Stop Loss Hit,False,09:55:01,09:59:36,0.0,False
NFO:BANKNIFTY23JAN42500PE,BANKNIFTY,42500.0,PE,13980.0,186.4,0.0,234.0,248.0,233.3,233.3,3457.5,Stop Loss Hit,False,10:00:00,10:02:50,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,11500.0,230.0,0.0,195.5,287.5,230.0,230.0,-60.0,due to is_short,False,12:00:03,12:00:05,0.0,False
NFO:BANKNIFTY23JAN41700CE,BANKNIFTY,41700.0,CE,14250.0,190.0,0.0,161.5,237.5,158.4,158.4,-2430.0,Stop Loss Hit,False,12:05:00,12:10:22,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,11872.5,237.45,0.0,201.8325,296.8125,239.1,239.1,22.5,due to is_short,False,12:15:02,12:15:09,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,11642.5,232.85,0.0,197.9225,291.0625,211.9,211.9,-1107.5,due to is_short,False,12:15:13,12:15:27,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,10547.5,210.95,0.0,179.3075,263.6875,211.05,214.8,132.5,due to is_short,False,12:30:09,12:30:26,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,10687.5,213.75,0.0,181.6875,267.1875,214.1,216.5,77.5,due to is_short,False,12:30:34,12:30:40,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,11000.0,220.0,0.0,187.0,275.0,220.5,220.5,-35.0,due to is_short,False,12:30:44,12:30:51,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,11002.5,220.05,0.0,187.0425,275.0625,220.45,220.45,-40.0,due to is_short,False,12:30:51,12:30:53,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,10422.5,208.45,0.0,177.1825,260.5625,165.45,165.45,-2210.0,Stop Loss Hit,False,12:35:01,12:40:02,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,12675.0,253.5,0.0,215.475,316.875,212.5,212.5,-2110.0,Stop Loss Hit,False,12:47:02,12:59:14,0.0,False
NFO:BANKNIFTY23JAN41700CE,BANKNIFTY,41700.0,CE,13140.0,175.2,0.0,148.92,219.0,145.95,145.95,-2253.75,Stop Loss Hit,False,13:00:01,13:08:24,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,10615.0,212.3,0.0,180.455,265.375,172.85,172.85,-2032.5,Stop Loss Hit,False,13:10:01,13:17:00,0.0,False
NFO:BANKNIFTY23JAN41700CE,BANKNIFTY,41700.0,CE,13008.75,173.45,0.0,147.4325,216.8125,137.95,137.95,-2722.5,Stop Loss Hit,False,13:32:01,13:45:14,0.0,False
NFO:BANKNIFTY23JAN41600CE,BANKNIFTY,41600.0,CE,10600.0,212.0,0.0,278.0,295.0,273.85,273.85,3032.500000000002,Stop Loss Hit,False,13:50:35,13:55:06,0.0,False
NFO:BANKNIFTY23JAN41700CE,BANKNIFTY,41700.0,CE,12401.25,165.35,0.0,212.0,221.6875,206.85,206.85,-60.0,Stop Loss Hit,False,14:00:06,14:01:40,0.0,False
NFO:BANKNIFTY23JAN41700CE,BANKNIFTY,41700.0,CE,12300.0,164.0,0.0,212.0,220.0,205.8,206.85,-60.0,Stop Loss Hit,False,14:00:07,14:01:39,0.0,False
NFO:BANKNIFTY23JAN41700CE,BANKNIFTY,41700.0,CE,11470.0,229.4,0.0,194.99,286.75,193.25,193.25,-1867.5,Stop Loss Hit,False,14:05:02,14:15:02,0.0,False
NFO:BANKNIFTY23JAN41800PE,BANKNIFTY,41800.0,PE,11381.25,151.75,0.0,128.9875,189.6875,128.1,128.1,-1833.75,Stop Loss Hit,False,15:00:25,15:01:01,0.0,False
NFO:BANKNIFTY23JAN41800PE,BANKNIFTY,41800.0,PE,10107.5,202.15,0.0,171.8275,252.6875,169.8,169.8,-1677.5,Stop Loss Hit,False,15:07:31,15:10:01,0.0,False
